X,Y,id,ADMIN,ISO_A3
-69.9742003395567,12.5169340350018,,Aruba,ABW
66.0084480943423,33.8362673918116,,Afghanistan,AFG
17.5369852041738,-12.2923160964246,,Angola,AGO
-63.0585754993426,18.225691540844,,Anguilla,AIA
20.0538194700445,41.1424815211197,,Albania,ALB
20.0555824562452,60.1864482516971,,Aland,ALA
1.56075583947348,42.5413273940161,,Andorra,AND
54.3007955935994,23.9057833170699,,United Arab Emirates,ARE
-65.1781903530819,-35.3875509928349,,Argentina,ARG
44.9323018972782,40.2881334218974,,Armenia,ARM
-170.39892470925,-14.2549335297272,,American Samoa,ASM
19.9084000386519,-80.5082194047376,,Antarctica,ATA
123.586367562646,-12.4325769711981,,Ashmore and Cartier Islands,"-99"
68.9921397945614,-49.0651471558817,,French Southern and Antarctic Lands,ATF
-61.7917318751292,17.2843795585898,,Antigua and Barbuda,ATG
134.491119087334,-25.7323106328582,,Australia,AUS
14.1306728106994,47.5856568606151,,Austria,AUT
47.5421117677204,40.2891190031324,,Azerbaijan,AZE
29.8750821889653,-3.35742533366216,,Burundi,BDI
4.63996021032046,50.6374620585198,,Belgium,BEL
2.32874073253724,9.64121651133765,,Benin,BEN
-1.75552706854193,12.2695539252479,,Burkina Faso,BFA
90.2419998928424,23.8456786103588,,Bangladesh,BGD
25.2175129832159,42.7685222996919,,Bulgaria,BGR
50.5466199170694,26.0527837218229,,Bahrain,BHR
-76.5512478114224,24.2228057102309,,The Bahamas,BHS
17.7734085870717,44.1717344057077,,Bosnia and Herzegovina,BIH
-79.9878661821923,15.7950117681299,,Bajo Nuevo Bank (Petrel Is.),"-99"
-62.8326215643847,17.9055821940304,,Saint Barthelemy,BLM
28.0335657318639,53.5318808300254,,Belarus,BLR
-88.693888891177,17.2083183391897,,Belize,BLZ
-64.763486801609,32.3101393993242,,Bermuda,BMU
-64.6847539688403,-16.7068766008481,,Bolivia,BOL
-53.0924828302863,-10.7808588380108,,Brazil,BRA
-59.5612171712715,13.1810526173234,,Barbados,BRB
114.727244123219,4.51650085661938,,Brunei,BRN
90.4044600564397,27.4217565557866,,Bhutan,BTN
23.7989867606244,-22.1857722658396,,Botswana,BWA
20.4648096376731,6.56632195011063,,Central African Republic,CAF
-98.2939040515379,61.3764634441777,,Canada,CAN
8.21535347343903,46.7989571141387,,Switzerland,CHE
-71.3643745331348,-37.7436080479797,,Chile,CHL
103.831571566688,36.560115199058,,China,CHN
-5.56899996493033,7.62796646787781,,Ivory Coast,CIV
-109.221265898708,10.2973875790179,,Clipperton Island,"-99"
12.736984652153,5.69305894351273,,Cameroon,CMR
33.2574431866703,35.1020014942075,,Cyprus No Mans Area,"-99"
23.6451135013899,-2.87979978424085,,Democratic Republic of the Congo,COD
15.2183359339792,-0.838880457032648,,Republic of Congo,COG
-158.791076975643,-19.814830809438,,Cook Islands,COK
-73.0838420649789,3.90941288833678,,Colombia,COL
43.6801609154275,-11.8842164997712,,Comoros,COM
-23.9672348153313,15.9361397093777,,Cape Verde,CPV
-84.1935979775945,9.97330936190611,,Costa Rica,CRI
154.390366666667,-21.0292833333333,,Coral Sea Islands,"-99"
-79.0352111904788,21.6252979112774,,Cuba,CUB
-68.9713071222435,12.1938228336012,,Curaçao,CUW
-80.8770008013491,19.4263380917656,,Cayman Islands,CYM
33.597797989425,35.2764213243347,,Northern Cyprus,"-99"
32.9899928602905,34.9152172681492,,Cyprus,CYP
15.3141033198916,49.7324481811921,,Czech Republic,CZE
10.3814936182046,51.1063636405103,,Germany,DEU
42.5664525841242,11.7501553527972,,Djibouti,DJI
-61.3569168431254,15.4364386053043,,Dominica,DMA
10.0513890871428,55.9653781655345,,Denmark,DNK
-70.4965875303855,18.8963653303539,,Dominican Republic,DOM
2.65309093508792,28.1488897241027,,Algeria,DZA
-78.7722825877017,-1.42624111665332,,Ecuador,ECU
29.8612068033985,26.4929186855999,,Egypt,EGY
38.8529453662839,15.3575128879707,,Eritrea,ERI
33.7929978594424,35.0177962298001,,Dhekelia Sovereign Base Area,"-99"
-3.65263713964062,40.2272341231931,,Spain,ESP
25.5357946771937,58.6710139736164,,Estonia,EST
39.6005515437859,8.62295124380621,,Ethiopia,ETH
26.2707948886077,64.4953588593663,,Finland,FIN
163.407765795975,-17.4475614910191,,Fiji,FJI
-59.3761047882945,-51.7333071420551,,Falkland Islands,FLK
-2.75522231764207,42.1801054410542,,France,FRA
-6.87055507602193,62.074026756075,,Faroe Islands,FRO
155.260781923221,6.96727061023305,,Federated States of Micronesia,FSM
11.7895696613387,-0.591656076666388,,Gabon,GAB
-2.88695070669906,54.1470477116842,,United Kingdom,GBR
43.5075258261253,42.1688009883209,,Georgia,GEO
-2.53048305097397,49.4843689954746,,Guernsey,GGY
-1.21652376978884,7.95395396489893,,Ghana,GHA
-5.34670004736405,36.1294650006687,,Gibraltar,GIB
-10.9430605269074,10.4346489068719,,Guinea,GIN
-15.3975820079612,13.4497295120799,,Gambia,GMB
-14.9775127941347,12.0269216865075,,Guinea Bissau,GNB
10.3328851256413,1.7069627406204,,Equatorial Guinea,GNQ
22.9748186662841,39.0511823167094,,Greece,GRC
-61.6566833950857,12.1533699725763,,Grenada,GRD
-41.3457406123226,74.7359904157056,,Greenland,GRL
-90.3601527095755,15.6959845178681,,Guatemala,GTM
144.771939353288,13.4437931005683,,Guam,GUM
-58.9801142019903,4.79346197967387,,Guyana,GUY
114.131446369891,22.3846381408096,,Hong Kong S.A.R.,HKG
73.505208100402,-53.0888167605056,,Heard Island and McDonald Islands,HMD
-86.6252263912733,14.8210093914166,,Honduras,HND
16.3985491636664,45.0677251087939,,Croatia,HRV
-72.6908742250241,18.9383711516817,,Haiti,HTI
19.3967593340918,47.163243651058,,Hungary,HUN
117.270434231295,-2.2229612651094,,Indonesia,IDN
-4.53369528277732,54.2291024353049,,Isle of Man,IMN
79.6157213582784,22.8879524952718,,India,IND
104.619454407771,-10.6921636151667,,Indian Ocean Territories,"-99"
72.2988412350257,-7.14435399422914,,British Indian Ocean Territory,IOT
-8.14504390220074,53.1782219337336,,Ireland,IRL
54.276946564611,32.5706783252946,,Iran,IRN
43.7449770231512,33.0398032672574,,Iraq,IRQ
-18.5964467887382,64.998315875831,,Iceland,ISL
34.9960345600289,31.4439601673573,,Israel,ISR
12.0719073941181,42.7864337467494,,Italy,ITA
-77.3188098283236,18.1552265866799,,Jamaica,JAM
-2.12743007663992,49.2210645408489,,Jersey,JEY
36.7709225418536,31.2455747926229,,Jordan,JOR
137.978347659582,37.5511774063636,,Japan,JPN
63.3838963020324,45.9783293159411,,Baykonur Cosmodrome,"-99"
77.179953513825,35.3910813779719,,Siachen Glacier,"-99"
67.2959643085348,48.1606516959273,,Kazakhstan,KAZ
37.8224407156002,0.550766240952652,,Kenya,KEN
74.5416696775417,41.46191871941,,Kyrgyzstan,KGZ
104.902804778204,12.7155625077593,,Cambodia,KHM
-51.5193029994586,0.615128584231434,,Kiribati,KIR
-62.6985456913286,17.2710435333783,,Saint Kitts and Nevis,KNA
127.819094074861,36.3733526989751,,South Korea,KOR
20.8737435109787,42.5728834980339,,Kosovo,"-99"
47.5946244102866,29.3400419454244,,Kuwait,KWT
103.737873050998,18.5023008552274,,Laos,LAO
35.8799368312437,33.9203587110997,,Lebanon,LBN
-9.31986428633369,6.45223256093266,,Liberia,LBR
18.0096029061584,27.0302784095429,,Libya,LBY
-60.9703167520958,13.9026692836022,,Saint Lucia,LCA
9.54090000748735,47.1382051688205,,Liechtenstein,LIE
80.7031629854208,7.61591469989497,,Sri Lanka,LKA
28.2286226716022,-29.5797302919634,,Lesotho,LSO
23.8882493029839,55.3270233553588,,Lithuania,LTU
6.07176448929336,49.7668241479461,,Luxembourg,LUX
24.9086216269973,56.8518196698444,,Latvia,LVA
113.550196320355,22.15778372291,,Macao S.A.R,MAC
-63.0550683773288,18.0776193130775,,Saint Martin,MAF
-8.39643605142852,29.8416913274797,,Morocco,MAR
7.39897559511621,43.7398455205566,,Monaco,MCO
28.4613970873518,47.1951017724244,,Moldova,MDA
46.7059981996741,-19.3731673759464,,Madagascar,MDG
73.3022542051907,3.8277871794454,,Maldives,MDV
-102.530307780384,23.9491712509446,,Mexico,MEX
170.099332960975,7.11444516281627,,Marshall Islands,MHL
21.6838301092702,41.595004718518,,Macedonia,MKD
-3.53907951666535,17.3441626182308,,Mali,MLI
14.4037544400608,35.9210270391249,,Malta,MLT
96.4892895368409,21.1676698524339,,Myanmar,MMR
19.2384991073284,42.785817256308,,Montenegro,MNE
103.056286710144,46.8258058536359,,Mongolia,MNG
145.599961811558,16.2508555761672,,Northern Mariana Islands,MNP
35.538105334987,-17.2700099185184,,Mozambique,MOZ
-10.3433980449086,20.2562182673276,,Mauritania,MRT
-62.1873970127845,16.7375242111309,,Montserrat,MSR
57.8497001503272,-20.1855489904921,,Mauritius,MUS
34.2899075901862,-13.2172257569948,,Malawi,MWI
109.698868411103,3.79239273228809,,Malaysia,MYS
17.2111329517578,-22.1292466301655,,Namibia,NAM
165.70265554606,-21.3043398620758,,New Caledonia,NCL
9.38603445760539,17.4184640855766,,Niger,NER
167.955168567325,-29.0349747914694,,Norfolk Island,NFK
8.09123904551979,9.59531521401051,,Nigeria,NGA
-85.0333387030477,12.8453927267789,,Nicaragua,NIC
-169.869344986575,-19.0489172621017,,Niue,NIU
5.21680214644124,52.0697858265112,,Netherlands,NLD
15.4095988775662,68.7942754097961,,Norway,NOR
83.9162534321072,28.2479221058314,,Nepal,NPL
166.933131437453,-0.520782676157949,,Nauru,NRU
171.470691974571,-41.8295220051509,,New Zealand,NZL
56.0926564945469,20.6018059134579,,Oman,OMN
69.3413424609926,29.9484969394678,,Pakistan,PAK
-80.1212951404208,8.51455693686552,,Panama,PAN
-128.479301297764,-24.4127614988459,,Pitcairn Islands,PCN
-74.3780648616196,-9.15438871499631,,Peru,PER
114.927064861147,10.5450383617556,,Spratly Islands,"-99"
122.874483846591,11.7630158534757,,Philippines,PHL
134.348016014971,7.19761066998146,,Palau,PLW
145.231523202181,-6.47012106316717,,Papua New Guinea,PNG
19.3943221635233,52.124771963122,,Poland,POL
-66.4675996253649,18.2238165499775,,Puerto Rico,PRI
127.183778195021,40.1506427610558,,North Korea,PRK
-8.59083737137179,39.587146570669,,Portugal,PRT
-58.3984229066092,-23.227518608006,,Paraguay,PRY
35.1978105545997,31.9160822526561,,Palestine,PSE
-145.052075220631,-15.1887936318888,,French Polynesia,PYF
51.1868306041832,25.3130740140535,,Qatar,QAT
24.9729421468052,45.8534637336744,,Romania,ROU
96.6937603341989,61.9845552659249,,Russia,RUS
29.9190606165659,-1.99275049480106,,Rwanda,RWA
-12.2149585658415,24.2325637992529,,Western Sahara,ESH
44.5368636542403,24.1223268570689,,Saudi Arabia,SAU
117.753813333333,15.1521133333333,,Scarborough Reef,"-99"
29.9396177864627,15.9868810647353,,Sudan,SDN
30.3011194526194,7.28353101084402,,South Sudan,SSD
-14.4713066415939,14.3677885871644,,Senegal,SEN
-78.6381166666667,15.8644633333333,,Serranilla Bank,"-99"
103.813465474285,1.35892199208592,,Singapore,SGP
-35.8823161247868,-54.6792190730943,,South Georgia and South Sandwich Islands,SGS
-10.1384035654904,-24.9117332607729,,Saint Helena,SHN
159.638090902117,-8.909581565042,,Solomon Islands,SLB
-11.7950154058938,8.56308595134795,,Sierra Leone,SLE
-88.8709228324581,13.7358491570184,,El Salvador,SLV
12.4422232898884,43.936467150745,,San Marino,SMR
46.2548180115335,9.73101632170712,,Somaliland,"-99"
45.7061456472875,4.74883772953707,,Somalia,SOM
-56.3078114070817,46.9304569666948,,Saint Pierre and Miquelon,SPM
20.7904019687011,44.2213754941729,,Republic of Serbia,SRB
6.72644335884249,0.444259380145436,,Sao Tome and Principe,STP
-55.9110712230966,4.13124550473744,,Suriname,SUR
19.4803833075532,48.7049353539419,,Slovakia,SVK
14.8080899264498,46.1161106954479,,Slovenia,SVN
16.7544663257652,62.7771005628546,,Sweden,SWE
31.480024176666,-26.5619140292775,,Swaziland,SWZ
-63.0701315425802,18.040629314245,,Sint Maarten,SXM
52.0622811788841,-6.48999549707159,,Seychelles,SYC
38.5045640378698,35.0230026069328,,Syria,SYR
-71.8733015490191,21.7800457576047,,Turks and Caicos Islands,TCA
18.6462511920872,15.3330785447836,,Chad,TCD
0.962271475932561,8.5267873131492,,Togo,TGO
101.003333457606,15.1144005439845,,Thailand,THA
71.0158332235266,38.5298860723342,,Tajikistan,TJK
59.3759611366183,39.1159336487737,,Turkmenistan,TKM
125.851077355259,-8.8237779223352,,East Timor,TLS
-174.868509593492,-20.0665525097456,,Tonga,TON
-61.2584508744348,10.4688291415373,,Trinidad and Tobago,TTO
9.55462659043277,34.1194057834003,,Tunisia,TUN
35.1672397166994,39.0610803957494,,Turkey,TUR
178.520322225184,-7.75909583913365,,Tuvalu,TUV
120.949874733703,23.7529850698629,,Taiwan,TWN
34.8135862258248,-6.27509659077801,,United Republic of Tanzania,TZA
32.3670397531773,1.27569230328099,,Uganda,UGA
31.3857478028689,48.9973694233414,,Ukraine,UKR
-103.278895699882,13.3037132797127,,United States Minor Outlying Islands,UMI
-56.0171553014929,-32.7982105088803,,Uruguay,URY
-112.495726111314,45.688113366794,,United States of America,USA
-75.1546725172885,19.9292529942522,,US Naval Base Guantanamo Bay,"-99"
63.1399108276497,41.7560355171765,,Uzbekistan,UZB
12.4534186615513,41.9033094796391,,Vatican,VAT
-61.2033529255514,13.216214800212,,Saint Vincent and the Grenadines,VCT
-66.1688404849904,7.12773208576481,,Venezuela,VEN
-64.5028627753056,18.5098898404839,,British Virgin Islands,VGB
-64.7976516490162,17.9805396087766,,United States Virgin Islands,VIR
106.300934649884,16.6421837534797,,Vietnam,VNM
167.700844242269,-16.2012669034139,,Vanuatu,VUT
-177.059008702618,-13.738106976127,,Wallis and Futuna,WLF
32.9339974720687,34.6318152842294,,Akrotiri Sovereign Base Area,"-99"
-172.161250323764,-13.7545951388668,,Samoa,WSM
47.5906022242803,15.9054218209501,,Yemen,YEM
25.0873646745713,-29.0010319953122,,South Africa,ZAF
27.7742121431877,-13.460110007329,,Zambia,ZMB
29.8518843867314,-19.002536316267,,Zimbabwe,ZWE
